pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,pKd
2xcs,2.8578457427,-7.953107376699999,0.3624247439,7.0,33.0,7.0,10.0,0.07189668980000001,-1.5050261263,12.0,-72.6049990883,10.1615,22.0011,0.0,1.4787,151.3923,101.6483,70.3716,148.0954,0.0,505.1489,7.853871964321763
3fck,-42.681717085900004,-20.1900310702,-0.0575642952,9.0,25.0,9.0,8.0,0.0021344559,-6.4150301910000005,10.0,-131.253304489,12.6819,22.3446,13.4473,25.4063,127.5341,86.2197,113.7261,208.2668,0.0,609.6268,4.0
3bl9,7.3094625668,-9.5605727164,0.3358357314,5.5,29.0,5.5,13.0,0.054498307,-3.7496668941,8.0,-65.1732637385,75.6495,12.6877,35.8576,10.5151,155.3834,290.0647,245.5462,142.7901,79.6641,1048.1584,7.180456064458133
5am4,8.0683459906,1.4334008278,-0.1768224343,1.0,21.0,1.0,14.0,-0.0383468572,-1.3223871163,1.0,-45.120872066800004,0.0,3.7037,5.3482,27.6665,91.5002,139.0953,316.8039,113.4758,0.0,697.5936,6.946921556516581
2w70,4.7625652398,-9.0271861233,-0.0259288715,2.0,13.0,2.0,1.0,-0.012726051499999998,-4.7524357429,4.0,-63.0847243125,12.5635,2.3532,91.069,3.9989999999999997,113.3646,155.3963,58.0023,22.2119,0.0,458.9598,4.920818753952375
3ej1,5.8745580845,-15.2482008744,0.2995279764,2.0,19.0,2.0,6.0,0.0421683401,-2.112084455,2.0,-35.2887246779,6.6712,11.5157,14.2402,13.1026,101.9132,204.2125,225.6259,36.1257,0.0,613.4069999999999,6.920818753952375
5nx2,6.4936016398000005,-32.4712575597,-0.9091755248000001,42.5,107.0,34.5,41.0,-0.183812594,-7.276000753,28.0,-106.05918459200001,103.7345,75.6,111.5151,205.5409,266.9025,577.7009,1003.0541,327.0124,0.0,2671.0604,8.494850021680094
4z0e,6.6458741638,-28.440055198899998,-0.5382496318,18.5,101.0,18.5,22.0,-0.1065687621,-11.3406502578,8.0,-171.138730313,112.8373,26.8562,24.816999999999997,137.7699,339.7699,170.4059,314.5197,268.8561,0.0,1395.832,5.301029995663981
2fm5,6.437269607799999,-10.3399938602,-0.035200185099999996,11.5,38.0,9.5,19.0,-0.007202871800000001,-1.8050308712,6.0,-62.8006436355,0.0,0.0,29.4893,14.7683,159.1665,195.8063,136.7273,190.7531,204.997,931.7078,7.366531544420414
2w87,4.4893842242,-17.5652444401,-0.9944877467000001,3.0,13.0,3.0,0.0,-0.19113282420000002,-9.294374525599999,2.0,-80.13574825319999,9.2868,43.0305,83.3135,15.6985,80.8577,21.5105,0.0,96.6498,0.0,350.3473,4.653647025549361
2eg8,3.9142913897000002,-23.553992247800004,-0.5389904567,1.0,12.0,1.0,1.0,-0.10884258109999999,-5.615262034600001,1.0,-79.2018247758,5.5609,23.0266,0.0075,39.5782,98.7364,111.7961,24.6242,28.65,5.2249,337.2048,4.497572880015566
1pmu,8.3239159113,-8.332153004,-0.046503265999999994,1.5,21.0,1.5,13.0,-0.0155719927,-2.3763462322,2.0,-40.292527443800005,1.9003,0.0,10.1663,29.767,69.1512,338.0752,130.8059,39.4389,0.0,619.3048,6.229147988357855
3pz4,4.6342851737,-3.6939143192,-0.00028606110000000003,7.0,38.0,7.0,16.0,-0.0024058472,-1.0586754566,6.0,-50.7206794671,11.8234,9.2465,25.4978,6.0828,219.669,347.9272,60.9605,84.227,0.0,765.4342,8.221848749616356
1h1r,5.9239513011,-13.346657389,0.0737304148,4.0,25.0,4.0,11.0,0.0097994264,-2.0694100068,6.0,-38.0639134325,38.0611,5.6262,0.0,31.7792,103.8214,187.6553,315.1344,80.648,46.8615,809.5871,5.638272163982407
3kac,3.6280689219,-10.2892070126,-0.1805558984,3.0,14.0,3.0,6.0,-0.036667165099999996,-3.4392099167000003,3.0,-41.9884223379,14.0418,48.208,20.4478,16.8925,79.4297,172.35299999999998,63.997,44.0022,0.0,459.37199999999996,3.130768280269024
1bcj,3.6670245757999997,-8.600324282899999,-0.2570662403,4.0,15.0,4.0,1.0,-0.0660947839,-7.6496112194000006,4.0,-66.35059587239999,2.8269,13.148,83.6254,28.0849,112.6523,23.6558,59.2271,107.0196,0.0,430.24,3.6989700043360183
4ycl,7.6220319953999995,-5.3205384177,0.0709651575,1.5,25.0,1.5,13.0,0.0028166016,-1.9134700328,2.0,-38.4100400286,0.0086,13.5111,16.6403,24.1876,93.2506,155.6637,386.3359,89.5801,0.0,779.1779,8.154901959985743
3mxy,3.3415310534,-20.1203715249,-0.5682126983,23.5,62.0,18.5,19.0,-0.1160087784,-11.0356797856,16.0,-119.91921163200001,77.5757,100.0471,36.2316,79.4214,364.0056,140.2149,266.7881,137.3393,0.0,1201.6237,6.414764936634223
4u01,8.3419891049,-23.8144178723,-0.1720694191,8.0,53.0,8.0,19.0,-0.0351121663,-6.4026855543,8.0,-133.522832573,71.4308,7.2781,8.5831,33.9263,168.0196,146.3835,428.0538,188.2927,6.3083,1058.2762,8.455931955649724
3svv,2.9700036986000002,-14.489310115699999,-0.2598314976,6.5,26.0,6.5,10.0,-0.0517697242,-2.6589525943,10.0,-60.746035456899996,10.2564,13.957,68.6138,13.9616,130.1526,178.9994,316.2789,102.6233,0.0,834.8430000000001,6.943095148663526
5or9,5.3066681218000005,-0.8608825431999999,-0.057490946200000004,4.0,27.0,4.0,11.0,-0.0083104417,-1.3477145259999999,4.0,-39.9885765227,0.0,0.0,0.0,4.9915,131.983,142.9179,238.1535,94.9137,0.9697,613.9293,4.055517327849832
1q6t,6.7642961242999995,-42.0302532726,-1.073902709,14.0,58.0,11.5,36.0,-0.2201496886,-8.095595144099999,12.0,-114.020573071,67.0159,174.0234,5.5222,17.6072,184.168,399.79699999999997,157.1954,135.5682,31.9859,1172.8832,8.301029995663981
5xvq,4.8948061519,-11.2725163717,-0.2621053166,1.0,10.0,1.0,3.0,-0.05175505440000001,-2.0558477767,1.0,-30.665603221999998,0.0,0.0,0.0,38.7147,22.5709,118.1284,0.0,83.6545,0.0,263.0685,5.045757490560675
4oyp,4.9827075935,-10.2989770994,-0.4217860896,1.0,12.0,1.0,6.0,-0.0698355829,-1.94301501,1.0,-16.8494095444,19.9422,54.2704,0.0,4.1155,113.2946,195.3633,88.475,16.17,0.0,491.631,3.0
3msl,4.6904338332,-5.1725861498,0.3169997082,6.0,25.0,5.0,13.0,0.0563980461,-2.6811480017,8.0,-41.4409967462,1.5899,26.5602,40.2843,6.1834,123.7491,105.4001,260.7155,45.5676,63.4798,673.5299,5.154901959985743
5i22,2.2224306906,-32.647434522800005,-0.2688754293,61.0,136.0,50.0,30.0,-0.0546743446,-6.4010058622,34.0,-80.7195549489,120.0437,109.368,0.6017,70.8326,86.7539,106.3825,320.4795,138.0837,0.0,952.5456,7.619788758288393
4f8h,3.7965882494,-2.6299724044,0.190340655,2.0,16.0,2.0,10.0,0.0396157949,-0.9788717445999999,2.0,-30.6362929616,42.2221,26.9779,9.116,5.7735,16.4771,165.5406,159.2166,56.3625,43.5053,525.1916,4.236572006437063
2gnj,5.9672712205,-4.3711896456,0.0511315879,3.5,18.0,3.5,9.0,0.0122566179,-3.4857205176,4.0,-41.169686130100004,39.4977,7.5504,0.3019,15.9378,131.3594,148.158,269.8572,41.9662,0.0,654.6286,5.221848749616356
4jr3,7.477615149299999,-14.718283689000002,-0.1885876139,6.5,35.0,5.5,20.0,-0.052019110800000004,-1.7330828371,8.0,-37.849572984699996,9.6453,23.3244,22.0216,11.437000000000001,128.349,308.9866,247.7966,128.6236,0.0,880.1841,6.661543506395395
2zm1,7.0422521598,-8.1771959066,-0.1168963013,3.0,23.0,3.0,11.0,-0.0194154803,-1.2284050426000002,4.0,-37.0481104664,0.0074,3.9909,14.0712,9.2335,123.1822,373.4783,143.6417,33.1649,53.216,753.9861,6.657577319177793
5j9y,2.5443374469,-9.1494955808,-0.0274471958,3.0,30.0,3.0,15.0,-0.0080390504,-0.8705646112000001,4.0,-26.586841369600002,7.2686,18.6532,38.7551,9.9914,92.5478,220.3732,279.1835,146.0408,0.0,812.8136,7.236572006437062
5i2i,5.4763243588,-40.2686890188,-0.6768205626,27.5,95.0,27.5,21.0,-0.1336565478,-10.829847821800001,10.0,-157.732601555,256.3852,69.0412,54.6614,93.6541,342.6971,5.2967,551.4201,261.0229,0.0,1634.1787,4.301029995663981
5hfu,5.1270730953,-27.731555203200003,-0.8327385319,8.5,37.0,8.5,17.0,-0.2116705442,-5.7369113511,7.0,-84.834133118,11.4851,75.6992,92.1421,50.9426,87.7701,207.7124,112.5312,177.9162,0.0,816.1989,6.886056647693162
5kww,1.8612895541999999,-0.37296499520000004,0.0115084581,8.0,33.0,8.0,11.0,0.00220047,-0.0,8.0,-11.3086994334,0.0,5.6022,0.0,1.4716,60.9742,122.3667,50.7978,97.6252,17.521,356.3587,8.130768280269024
5epp,2.7737364444,-21.5195843838,-0.6679453336,67.5,136.0,54.5,30.0,-0.123593065,-13.8423646008,32.0,-170.65800096700002,322.2751,84.2907,34.3574,13.4921,499.8212,148.6103,412.5693,213.0635,0.0,1728.4796,4.161780778092374
4awk,4.6033905749,-6.786652899500001,-0.2845134361,8.0,32.0,8.0,17.0,-0.0581584221,-4.0922654033,6.0,-73.57466553340001,29.6353,48.9291,9.3384,1.0718,165.2025,237.88,93.59,116.5462,66.3657,768.559,6.886056647693162
2uue,3.8031309801999997,-17.7114730065,-0.007921692,4.0,26.0,4.0,6.0,-0.0062273301,-2.7624186937,6.0,-58.9352466892,32.0945,18.7159,55.2434,10.3417,94.6237,193.418,208.1406,100.8504,0.0,713.4282,6.130768280269023
4cff,5.9337653973,-13.0006774909,-0.2548731052,3.5,26.0,3.5,14.0,-0.0562806877,-2.2414427513999997,6.0,-38.3613362926,45.9001,9.5735,48.7713,17.3919,97.6911,292.89599999999996,170.7382,76.0495,0.0,759.0116,6.3979400086720375
4ge2,3.9475258216,-28.8164529273,-0.8305747364,13.0,39.0,11.0,18.0,-0.21965825030000002,-7.9994859494,12.0,-79.8413913813,5.2622,79.976,21.52,60.9886,68.7792,210.5296,119.7731,142.0212,34.157,743.0069,6.045757490560675
1i7i,5.3550784618,-13.571142003499999,-0.19240176190000002,11.0,28.0,10.0,13.0,-0.062383324500000004,-1.6806823115,12.0,-64.2441666253,0.0,50.6347,36.3518,2.7177,98.5975,268.3317,275.3771,225.0361,0.0,957.0466,6.698970004336019
4m7c,3.9730879481,-23.5979796431,-0.4831278583,47.5,107.0,38.5,28.0,-0.0911948117,-9.2130378195,30.0,-155.353438721,78.3905,37.6854,20.1497,121.8243,385.958,122.9086,623.4547,211.1543,0.0,1601.5255,6.1249387366083
3b8r,8.2233470974,-16.6840515588,-0.0119118776,6.0,31.0,6.0,15.0,-0.0088385545,-1.8312091293000001,6.0,-59.033006236400006,12.7101,9.917,16.1251,22.544,93.2572,328.1233,305.0781,174.695,0.0,962.4498,9.221848749616356
4zt4,5.3772445296,-17.5198414091,0.6207819266,7.0,25.0,7.0,10.0,0.107309587,-1.7484054432,8.0,-61.7631880446,4.631,10.8208,58.1254,7.4649,91.3228,140.6441,165.7387,166.2509,163.7844,808.783,8.0
5tkb,5.8263164472,-17.1231553473,-0.19686138109999998,8.0,31.0,8.0,7.0,-0.0353982274,-1.7644982138,10.0,-58.6936350832,0.0,0.0,61.1656,36.3883,116.8002,330.9421,109.4728,97.227,38.8712,790.8672,7.886056647693162
2a8h,3.8334901313,-16.311203922,-0.1319841906,8.0,27.0,8.0,8.0,-0.0429971838,-7.144904085299999,12.0,-108.057409395,36.9603,19.6861,49.9492,29.4855,142.0401,147.2688,197.1762,145.0858,0.0,767.6519999999999,7.173925197299173
4awp,10.3607076178,-11.7314463949,-0.35557394729999997,7.0,38.0,7.0,21.0,-0.0794589717,-4.4673868591,8.0,-89.4779536617,0.0,2.5477,13.0071,85.9574,223.6079,311.7863,306.4273,146.7914,0.0,1090.1251,7.091514981121351
5dk4,5.7509136752,-9.7778984685,-0.1561306814,3.0,19.0,3.0,8.0,-0.037107259100000005,-2.5650365347,4.0,-71.3575526453,33.24,12.2194,28.2866,94.3821,152.296,216.8306,201.2196,201.6339,0.0,940.1082,8.698970004336019
3ken,6.7042599678,-9.855472370900001,-0.3575176958,7.5,26.0,6.0,18.0,-0.06391631860000001,-1.4206674413999998,8.0,-26.7632457146,58.5219,42.2771,8.5501,4.9746,54.8247,374.73800000000006,221.6434,74.5845,0.0,840.1143,5.3979400086720375
5i3m,4.9849520729000005,-13.884730983199999,-0.2924938073,14.5,43.0,12.5,15.0,-0.069901597,-3.9220223743,10.0,-73.6814029982,0.0,33.8723,26.1508,26.6037,210.4997,308.3762,172.4266,103.5651,0.0,881.4944,7.397940008672037
2o1v,3.8125563267,-31.812048091999998,-1.1875423147,7.5,27.0,7.5,0.0,-0.22873885649999998,-5.7869867134,10.0,-89.8197673366,16.9044,73.5478,96.1007,16.4816,103.913,45.8563,99.3713,169.2065,0.0,621.3816,5.301029995663981
4gvc,3.6474550625999997,-29.794935922199997,-1.0922106194,36.5,76.0,30.5,24.0,-0.2098734937,-10.4820488685,20.0,-131.826453576,47.402,149.6438,25.9218,78.4281,331.3273,129.7751,339.3609,201.7041,0.0,1303.5631,4.714442690992227
3nnv,9.8844158863,-6.2279902410000005,-0.1786708291,5.5,31.0,5.5,19.0,-0.0421536703,-3.370899993,6.0,-62.243587320100005,18.0704,10.4556,26.729,27.3052,102.7435,485.2645,376.9061,115.3444,0.0,1162.8187,7.568636235841013
4h39,3.4849210135,-17.4394289004,-0.1024832228,31.0,74.0,25.0,19.0,-0.023559698799999997,-9.3254378271,20.0,-110.68909816600001,133.9413,20.8578,50.9123,14.9483,324.694,83.9636,476.5203,222.9231,0.0,1328.7607,6.6777807052660805
1swi,1.1533396759999999,1.7247137162000001,-0.0,0.0,6.0,0.0,6.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.8405,6.5138,202.3164,83.0718,16.1299,0.0,309.8724,3.096910013008056
5v6u,3.7728965224,-5.1615837998,-0.2764450461,4.0,19.0,4.0,11.0,-0.053412741799999996,-1.2455980482,4.0,-23.2651658905,3.1963,43.849,18.1472,0.2636,89.4095,263.5654,70.1727,40.686,0.0,529.2897,2.262012673666569
1fsg,4.3156424479,-16.421462138800003,0.17509873280000002,0.5,11.0,0.5,1.0,0.0184179339,-4.1701033621,1.0,-59.0353680742,0.0,0.0,45.4592,32.5798,41.7754,134.7414,0.0,0.0,0.0,254.5558,5.022276394711152
5hlp,5.2240771478,-4.2050908351,-0.1418716358,2.0,25.0,2.0,14.0,-0.027967973700000003,-1.5750377468,2.0,-29.812282960700003,14.1634,8.3982,18.253,28.971,157.0186,119.6956,307.2286,86.3263,0.0,740.0547,7.267606240177032
3krx,6.8451340572,-27.900272573000002,-0.5814888672999999,10.0,40.0,10.0,16.0,-0.1288888628,-7.6508508175,10.0,-86.91585108700001,45.0431,59.6399,100.9207,26.2724,123.3622,327.4327,243.6203,206.3164,0.0,1132.6077,7.376750709602098
1a0q,5.0797483205,-15.4887635897,-0.4430866392,10.0,23.0,9.0,11.0,-0.0753807673,-3.9527409355,8.0,-52.249602697600004,44.2251,60.7203,8.8971,14.4068,35.1062,227.1946,249.0545,48.357,0.0,687.9616,7.568636235841013
3eu7,2.7777853092,-8.234290768200001,-0.1028939772,47.5,108.0,37.5,35.0,-0.025004674100000002,-2.8561073714,28.0,-45.171761603,20.6573,9.6156,15.3126,87.5976,142.3393,184.1977,474.5983,200.1521,0.0,1134.4705,6.180456064458133
1dbk,6.9409791955,6.4846163873,-0.006469381800000001,0.0,21.0,0.0,17.0,-0.0082957719,-1.1967109397,0.0,-19.5755351529,0.0,0.0,0.0,16.84,73.2537,101.7299,338.3389,74.6027,0.0,604.7652,8.096910013008056
1rq2,2.4749126184,-26.8508170857,-1.3609980299000002,5.5,13.0,4.5,2.0,-0.2725135397,-6.3711528192,4.0,-83.352556667,0.0,106.7698,20.5414,19.9706,69.5306,0.0,28.043000000000003,69.9721,0.0,314.8275,2.5228787452803374
3kc1,4.6954802444,-24.8869929644,-0.7424019034999999,4.0,21.0,4.0,6.0,-0.17584689260000003,-5.2634142165,6.0,-96.26306623219999,33.4812,101.9809,8.4447,16.1291,122.0331,111.9762,112.0434,71.2949,0.0,577.3835,9.0
4awo,9.659183112000001,-9.0022254586,-0.3537035478,9.0,37.0,9.0,19.0,-0.07786729839999999,-3.9086361818,8.0,-82.1153424095,6.0532,2.5017,18.0701,74.3292,188.425,209.7456,524.2268,123.1934,0.0,1146.545,7.619788758288393
5lu2,4.4732987885,-26.571386735300003,-0.973707975,26.5,65.0,23.5,14.0,-0.1830570993,-9.3938357696,18.0,-109.621107386,163.2808,121.0256,16.4138,63.4976,306.8468,14.2918,547.9537,178.232,0.0,1411.5421,5.200659450546418
6bhi,5.6349122316999996,-22.14626357,-0.2773105643,29.0,63.0,26.0,14.0,-0.056559413899999994,-8.5874735381,28.0,-181.738893077,26.7688,54.2857,38.5675,56.8268,550.1868,98.0654,473.7277,413.1374,0.0,1711.5661,4.254925208417943
2ltz,2.7319128445999996,-42.319248332600004,-0.6764904920999999,49.5,125.0,40.5,34.0,-0.1514950246,-7.0448193748,30.0,-100.016796661,74.8686,91.9928,103.2569,30.3955,102.7517,206.5208,379.6192,170.1619,0.0,1159.5674,5.346787486224656
3l1s,2.8148705636,-14.561104116900001,-0.0663661752,6.0,25.0,6.0,9.0,-0.0206477435,-2.4891203197,6.0,-62.7525853707,14.9568,3.196,14.9932,35.4159,141.7072,207.2506,176.8308,205.9604,51.7246,852.0355,8.698970004336019
5eiw,2.3963631743000002,-4.6210530141,-0.184692782,2.0,12.0,2.0,7.0,-0.0485863776,-3.6973910618,2.0,-37.3206460108,0.0,6.3426,0.0,1.0823,59.2663,45.2629,16.9925,35.201,96.6461,260.7937,2.0457574905606752
4xyc,6.3219136355,-9.8378392713,-0.0524372001,1.0,23.0,1.0,13.0,-0.0040488647999999995,-0.0,1.0,-15.5656773511,16.6012,0.0,17.2502,15.2675,36.3494,382.5403,85.0892,44.3703,0.0,597.4681,7.508638306165728
3sm0,7.4621458452,-17.520941644100002,0.3283247938,6.0,25.0,6.0,9.0,0.0575642952,-5.896577454299999,10.0,-112.875763884,13.1546,22.1919,31.0404,40.3492,153.4549,163.0025,241.3828,150.141,0.0,814.7173,6.130768280269023
3tl0,4.2636380069,-32.7266661126,-0.9474123584999999,23.5,56.0,20.5,18.0,-0.20435031399999998,-7.1076061188,18.0,-101.133872591,25.6479,114.1629,15.2916,63.0195,116.7797,81.9297,391.4057,86.096,0.0,894.3330000000001,6.585026652029183
3hq5,8.1815308325,-8.8723977286,0.1935606761,5.0,27.0,4.0,15.0,0.0324422627,-0.8927673534999999,6.0,-47.48942863520001,0.6157,0.0,0.0,0.0,42.5441,182.0899,25.3323,204.9565,59.8084,515.3469,7.795880017344076
2no3,4.1344997575,-17.4065025343,-0.0183005755,5.5,24.0,5.5,10.0,-0.0041662232,-1.6140374101,6.0,-44.2908767875,1.2264,5.6002,23.5741,43.2918,71.7475,247.0418,154.4352,76.2273,0.0,623.1443,8.045757490560675
4mp7,5.8886190877999995,-12.0288105758,-0.3051465098,2.0,19.0,2.0,10.0,-0.0730335993,-3.2971622433,2.0,-45.5616482125,13.9791,12.4584,55.1195,3.8025,58.1671,248.3283,130.9669,32.6102,0.0,555.432,5.738261452647463
4lys,3.9214942615,0.7548932382,0.0379434377,4.0,28.0,4.0,11.0,0.0104375627,-2.3399284537000002,2.0,-44.3564581284,0.0,0.0,0.0,18.6344,193.7961,69.3004,277.1894,195.4628,0.0,754.3831,4.337242168318426
4xx4,7.9485744085,-12.3358274851,0.3172637646,5.0,31.0,5.0,18.0,0.052547223600000005,-4.400059812,6.0,-56.9551610946,0.0,24.2588,84.4152,15.8032,97.0129,290.6219,302.969,121.2536,0.0,936.3346,7.356547323513813
1nqc,1.3876237169,-17.093654379500002,-0.1291529192,10.0,32.0,8.0,13.0,-0.0230169162,-3.3645919789999996,12.0,-115.914928354,5.0978,0.0,19.666,24.3728,259.772,260.9921,56.0848,312.689,0.0,938.6745,7.301029995663981
3d1v,0.9392852893000001,-8.3578838332,-0.15153903400000002,0.0,12.0,0.0,5.0,-0.030278467200000003,-0.4197249827,0.0,-30.8473987185,0.0,9.2879,4.6619,27.6383,100.8318,184.2172,47.4059,41.9997,0.0,416.0427,3.4894549897933884
2bdy,8.6388325079,-11.626403292000001,-0.5600709593,9.0,36.0,9.0,21.0,-0.1346760989,-6.8634713072,12.0,-86.80827010870001,41.428999999999995,4.6482,78.3841,17.236,220.4205,462.1441,183.2268,105.9621,0.0,1113.4508,7.769551078621726
4aw5,6.829481380599999,-13.3781461147,0.1419743244,7.0,37.0,6.0,18.0,0.019892248799999998,-1.6159371491999999,6.0,-50.853404482600006,11.9768,0.0,22.2134,37.4991,158.6513,277.4107,258.3111,183.8433,0.0,949.9057,6.116338564846384
2oyk,6.333979546,-19.0645200048,-0.3517891389,7.0,21.0,7.0,1.0,-0.0563907112,-13.0719433793,8.0,-111.242831771,42.8814,22.4266,125.6482,17.7565,108.0471,54.1,17.9216,225.7073,0.0,614.4887,5.301029995663981
4lbp,3.6167951806,-16.202383345599998,-0.2597654835,1.0,10.0,1.0,2.0,-0.0617745278,-4.3545320877,2.0,-67.7286035354,7.2438,6.4043,62.148999999999994,2.995,61.778999999999996,14.6076,90.6735,89.8939,0.0,335.7461,4.943095148663527
4p75,5.742163139500001,-17.3537059241,-0.18027717219999997,3.0,17.0,3.0,9.0,-0.0437600134,-1.3443331371,4.0,-37.4787204407,0.0,13.7385,4.7276,32.7123,30.826999999999998,190.9059,84.0168,122.7204,45.9048,525.5533,4.096910013008056
4n84,2.9749327514,-15.4015076193,-0.5603570204,44.0,78.0,36.0,29.0,-0.1158400757,-6.6881305227,24.0,-78.9206340494,58.4098,134.4914,45.3072,50.5486,254.1129,36.5265,729.6069,157.4729,0.0,1466.4762,6.292429823902062
1ppw,2.9435100398,-29.7434009148,-0.7590447915999999,7.5,15.0,7.5,3.0,-0.1655927024,-6.749611654500001,12.0,-106.692648561,0.0,140.9878,26.804000000000002,0.0,16.264,0.0,84.1433,77.0217,0.0,345.2208,4.301029995663981
4fny,8.0431946185,-16.9144407678,-0.0308725941,6.0,32.0,6.0,12.0,-0.015689351100000002,-1.8406711503,6.0,-62.5393818324,2.2802,12.4479,11.577,14.3311,80.7436,440.5032,292.8241,153.1999,65.3927,1073.2997,7.795880017344076
5xzr,7.4100020411,-12.623428914100002,0.11169585720000001,4.0,28.0,4.0,18.0,0.023765076,-0.5150493431000001,4.0,-34.280219937300004,48.0203,8.5965,63.7725,27.5892,88.2572,271.5923,307.6592,93.6422,0.0,909.1294,5.485452247339714
4aaw,3.6039517706999997,-23.6443068715,-0.34452025299999994,17.0,44.0,17.0,14.0,-0.0671950189,-5.4741458935,18.0,-89.59260548360001,38.0595,58.7646,14.4379,16.8005,214.8071,156.4168,308.3273,258.4065,0.0,1066.0202,6.301029995663981
3ked,1.1964615531,-14.877157622999999,-0.4748540911,4.0,8.0,4.0,1.0,-0.1395684772,-5.2925117648,6.0,-61.272783965500004,63.2856,71.214,15.9224,2.707,29.6604,17.1202,39.2372,68.2503,0.0,307.3971,2.4436974992327127
4ufd,8.1355996887,-13.5602276723,-0.5533008466,11.5,39.0,10.5,21.0,-0.1288595232,-6.9088009891999995,10.0,-94.4804874899,38.1621,7.1735,65.192,29.535,240.3288,394.4737,187.9908,144.2553,0.0,1107.1112,9.67778070526608
3ioi,5.4360850974,-37.572211076100004,-1.0379396943,14.5,43.0,14.5,3.0,-0.21679763929999998,-13.8723276673,18.0,-185.90057597400002,30.3105,88.4008,152.4634,22.8569,215.8343,86.5365,61.4555,193.1693,0.0,851.0272,6.275724130399211
4u0n,1.5116862155000002,-34.563955874,-0.44092284369999996,15.0,42.0,13.0,9.0,-0.06899206940000001,-3.4292711272000003,18.0,-77.711725171,33.8613,102.6911,98.5532,22.2232,81.533,115.1704,215.5735,243.6016,0.0,913.2073,5.772113295386326
4uwh,6.999108278,-11.9914172556,0.044273456399999994,5.5,30.0,5.5,11.0,0.0053471421,-1.9375358397,6.0,-50.41403663770001,8.7696,5.2776,21.9139,4.1894,152.5445,186.8663,182.507,288.0418,0.0,850.1101,8.522878745280337
3u4h,8.7149320954,-51.9077450133,-0.8205625979000001,3.0,36.0,3.0,0.0,-0.1892697596,-13.579870534500001,2.0,-180.888741492,2.5006,126.7574,167.6274,13.704,161.4173,101.3537,32.3686,204.3516,0.0,810.0806,4.251811972993798
3wt5,7.4466251967999995,18.5379181942,-0.2583791874,10.5,34.0,9.5,28.0,-0.0558259239,-3.3519172718,12.0,-34.7769687049,6.4914,0.0,93.6793,2.4412,63.4236,88.6936,901.9777,105.2926,0.0,1261.9994,9.537602002101043
5n8t,4.5616183194,-21.97829436,-0.8161616579000001,37.5,86.0,30.5,28.0,-0.1720180748,-6.2551440408,28.0,-96.92807027090001,27.6317,45.8183,59.9256,55.49,209.2496,307.1506,288.2432,115.6611,0.0,1109.1701,5.735182176990462
1n7t,3.9353352177999996,-26.667305222600003,-0.5323377024,24.5,63.0,19.5,21.0,-0.1093413543,-2.4838318568,16.0,-70.6929373563,50.224,52.6653,53.7694,29.0645,86.9357,184.4928,340.5659,150.6091,0.0,948.3267,6.823908740944319
5oxg,8.6997561873,-11.2464408022,0.062390659400000006,2.0,31.0,2.0,14.0,0.0130414522,-1.14864534,2.0,-52.4884930557,11.1325,9.4001,12.1532,9.2093,200.0511,397.9097,160.8089,90.6664,0.0,891.3312,5.886056647693162
4yp8,7.5888122333000005,-25.186447591799997,0.1664435508,6.0,36.0,6.0,16.0,0.033227097000000004,-0.7764505093,4.0,-62.2186339903,24.7649,21.5643,17.5584,19.8922,104.6986,289.007,327.7023,152.8865,9.7495,967.8237,7.886056647693162
