,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
3ldq,5.364516253185088,5.980745431799999,-28.9662902645,-0.1001653944,6.5,31.0,6.5,7.0,-0.0313860371,-6.8463296459,6.0,-149.81842782799998,41.8041,13.0533,112.7879,3.3963,190.6556,107.2695,30.545,250.7581,0.0,750.2698,-0.616229178614911
3t1a,8.366531544420411,8.9958294258,-13.6408822327,-0.0855396038,5.5,31.0,5.5,11.0,-0.0158213793,-0.6126695272,8.0,-50.0176586417,31.3498,0.0,3.0151,35.9729,89.074,329.7899,218.2781,102.944,169.1112,979.535,-0.6292978813795891
3qt6,5.366531544420414,5.4856470167,-42.1118393653,-1.6217757296000002,6.0,20.0,6.0,2.0,-0.3296890852,-9.9155598717,8.0,-96.8791684926,20.0678,200.6155,43.3868,9.9625,60.7614,30.2234,104.2211,119.098,0.0,588.3365,-0.11911547227958597
2xye,8.337242168318426,6.400103669500001,-19.702003498699998,-0.2307486191,18.5,51.0,14.5,29.0,-0.0553124809,-5.5771498942,14.0,-96.7113753202,22.2278,43.9246,17.182000000000002,35.5274,232.1451,292.0381,608.1978,232.4031,0.0,1483.6459,1.9371384988184248
3q1x,5.327902142064284,2.3188039417,-19.2862246922,-0.6377475503,3.0,7.0,3.0,0.0,-0.1042509337,-4.0416325886,4.0,-65.32065855399999,39.6665,58.4712,34.583,0.0,0.0,0.0,0.0,67.7011,0.0,200.4218,3.0090982003642837
3p5l,7.38933983691012,3.9481639579,0.848134487,-0.0704517145,2.5,17.0,2.5,9.0,-0.0137676073,-0.8635744515,4.0,-43.7110015982,0.0,0.0,69.7737,27.923,119.0429,146.7179,120.9869,85.6824,0.0,570.1268,3.4411758790101206
3rlq,7.397940008672037,6.6945412253,-9.4699060175,-0.15340209859999998,2.0,22.0,2.0,8.0,-0.0387209371,-1.6763767252,2.0,-73.3650927706,0.0,3.4015,2.7891,29.4785,187.7533,148.9644,146.1117,101.2714,107.6295,727.3994,0.7033987833720365
3mna,7.387216143280264,3.6854278399,-6.5582514484,-0.024791962,7.5,24.0,7.5,5.0,-0.0094693559,-3.5299866391,8.0,-66.2280223585,29.8662,0.0,58.0092,37.7281,237.623,194.4243,84.417,86.289,68.5609,796.9177,3.7017883033802637
3oku,6.356547323513813,4.9268816696,6.1377783059,-0.2193208449,3.5,26.0,3.5,18.0,-0.047962911100000005,-1.4433396173,6.0,-37.4025328344,0.0,0.0,64.8901,22.7544,128.7664,142.8777,341.4541,37.4861,0.0,738.2288,1.4296656539138128
3rt8,6.345823458122039,5.6800805459,-24.8553282011,-0.4614825684,3.5,15.0,3.5,1.0,-0.087065263,-8.084013337,3.0,-94.61847162870001,42.3367,65.3539,33.3216,25.1759,77.0199,90.0149,62.2792,86.5239,64.9701,546.9961,0.6657429122220391
3rtf,7.346787486224656,6.3096056733,-25.833789191300006,-0.4857537525,3.5,15.0,3.5,1.0,-0.0945908704,-9.6477113284,3.0,-108.74962591200001,35.4215,47.0482,0.0,16.7735,44.7858,62.1875,0.0,58.0177,64.1067,328.3409,1.037181812924656
3q44,6.309803919971486,6.645932843,-16.0683893924,-0.6752875684999999,12.0,30.0,11.0,16.0,-0.142003664,-8.364001139800001,10.0,-99.28192769969999,138.8915,90.0748,113.5987,88.0395,1230.9118,373.4855,432.2073,243.258,0.0,2710.4671,-0.3361289230285136
2y82,8.397940008672037,8.114893266000001,-14.058201368199999,0.060036156500000014,5.0,33.0,5.0,17.0,0.012322632,-1.2910670933,6.0,-66.21120343279999,12.6358,2.2379,11.2355,17.590999999999998,152.6243,326.1725,112.2008,172.0252,43.7984,850.5214,0.28304674267203644
3sww,8.397940008672037,4.9840132057,-10.351377625,0.1444168461,5.5,25.0,5.5,10.0,0.035904335499999995,-3.0839293654000004,6.0,-73.186311918,50.6095,15.6784,49.7101,8.4873,149.3206,158.2907,69.8779,166.8891,108.8999,777.7635,3.4139268029720373
3pb8,5.240483240537811,2.1934064913,-10.2278799137,-0.2247560058,3.0,11.0,3.0,2.0,-0.0508601966,-2.7534554459,4.0,-66.5688898313,0.0,17.083,0.0,39.2409,104.1972,107.2708,114.5263,37.8768,0.0,420.195,3.047076749237811
2xyt,6.2931116050183835,4.8338237933,-13.034484045,0.1757515389,3.0,45.0,3.0,20.0,0.0318628056,-1.7513027287,2.0,-99.9629144855,2.4103,4.699,101.8946,3.5258,212.3028,322.5507,140.1286,298.1909,0.0,1085.7027,1.4592878117183838
3n0n,7.301029995663981,4.754144774599999,-8.4895746278,-0.2967553842,3.5,25.0,3.5,9.0,-0.0592366524,-3.1725422923,6.0,-54.7750454421,0.0,0.0,57.2873,39.3216,160.0347,235.7781,99.879,32.3551,34.6645,659.3203,2.546885221063982
3r16,7.301029995663981,4.209792506,-2.6362804184,-0.2895305077,4.5,19.0,4.5,7.0,-0.0565374092,-2.3199848606,6.0,-44.7556233864,0.0,0.0,58.8166,39.3772,166.6637,256.5986,118.4686,25.1192,0.0,665.0439,3.091237489663981
3tfu,3.283996656365201,4.5338997323,-34.7991274378,-1.1217555966,8.0,27.0,8.0,7.0,-0.2287681961,-8.8102344511,10.0,-125.784006965,16.1371,91.4592,61.1461,24.2057,131.8758,172.643,147.5668,127.1841,0.0,772.2178,-1.249903075934799
3o7u,7.2839966563652,4.040429665,-17.6516935715,-0.4730570406,0.5,9.0,0.5,0.0,-0.1063413802,-4.445433503399999,1.0,-81.86930052390001,0.0,0.0,47.1311,31.3041,55.9067,0.0,0.0,99.3809,0.0,233.7228,3.2435669913652
3qfz,3.2441251443275085,3.8350597999,-17.965099178699997,-0.4654214097,3.0,11.0,3.0,0.0,-0.111270433,-6.1190229665999984,4.0,-70.36670300899999,39.6232,33.5802,105.4685,27.8001,35.2251,32.9757,17.167,159.9268,0.0,451.7666,-0.5909346555724913
3o9e,11.301029995663981,7.146906512999999,-17.0753171295,-0.5907015017,15.0,40.0,12.0,18.0,-0.1423997486,-5.8924625754,10.0,-113.863261471,9.8451,31.7629,68.3142,18.4193,217.3122,227.8552,386.4502,199.77,0.0,1159.7291,4.154123482663982
3st5,11.301029995663981,2.4744945291,-15.0506206731,-0.4380548978,14.0,40.0,12.0,17.0,-0.1157153824,-5.3239198066,12.0,-118.47587935,6.4757,42.4303,48.3456,15.2254,232.9696,217.2345,405.7854,209.9902,0.0,1178.4567,8.826535466563982
3pgl,5.301029995663981,2.2117364064,-6.6764533619,-0.1077790206,8.5,25.0,8.5,8.0,-0.0221000537,-0.6997127854999999,12.0,-19.9619230151,27.1023,2.9741,34.8724,4.5344,89.9174,230.7143,121.3379,121.5118,0.0,632.9646,3.0892935892639812
3roc,8.193820026016112,7.0128318759,-16.9626090561,0.0169069445,7.5,31.0,7.5,13.0,-0.0047603501000000005,-2.1441232982,10.0,-49.65056890140001,0.0,0.2274,0.0,37.4535,164.3129,231.2772,244.3613,135.5547,131.0861,944.2731,1.1809881501161126
3q2j,4.1797985405143585,4.9724313986,-5.5108203935,0.0058972596,4.5,18.0,4.5,6.0,-0.007019499300000001,-2.93396,5.0,-30.9909867209,43.3817,12.4918,15.1501,4.2072,79.4687,190.9645,87.3979,49.0662,59.0494,541.1775,-0.7926328580856419
3ps1,10.173925197299171,5.0445261307,-4.8819920816,-0.1906927302,8.0,28.0,7.0,16.0,-0.0405179876,-4.5542027355000005,8.0,-81.0921458642,11.8751,2.217,79.74600000000002,20.1381,151.1598,264.3895,243.5801,126.2676,0.0,899.3732,5.129399066599171
3ljz,8.136677139879543,8.0240505295,-18.9220762468,-0.1850888666,8.0,35.0,7.0,20.0,-0.0599554726,-6.3915218365,6.0,-74.1173894542,0.0,11.3955,58.8085,42.523,186.0253,291.308,176.5195,127.0081,0.0,893.5879,0.11262661037954302
3s9e,5.129011186239425,4.3978886816000005,-23.406010640300003,-1.204537278,4.5,10.0,4.5,2.0,-0.2344013993,-8.834028866699999,6.0,-74.7612176366,38.4105,110.8868,0.0,0.0,0.0,0.0,60.0343,34.4009,0.0,243.7325,0.7311225046394245
3ozr,5.1535391748706685,5.3610710751,-21.0234517478,-0.7277614431,7.0,24.0,7.0,5.0,-0.17964637079999998,-9.5499371114,8.0,-96.70507464110001,10.2042,15.9261,103.0912,24.7334,113.5693,131.5529,96.2203,163.23,0.0,658.5274,-0.20753190022933143
2x2r,7.1180450286604,6.1463821436,-5.3306899193,-0.3406694305,8.5,24.0,7.0,16.0,-0.0598234444,-2.6991038369,8.0,-37.9285551879,51.471,64.9174,8.649,4.9847,94.5995,279.7034,283.605,79.5787,0.0,867.5087,0.9716628850603994
3tu7,8.087777943467584,7.551499597,-23.6310013629,0.1179745316,8.0,33.0,7.0,12.0,0.0055085099,-6.1273114036,6.0,-108.490410546,79.9004,38.7488,40.9618,36.0198,127.236,165.7766,226.5303,215.4982,0.0,930.6719,0.5362783464675838
2yfx,8.086186147616283,5.9795205035,-13.5576604573,-0.022884888,5.5,30.0,5.5,12.0,-0.0052371186,-2.1255366616,6.0,-56.9169976099,8.5685,0.0,15.7353,5.2161,167.9322,255.0215,189.7399,154.9452,25.7383,822.8969999999998,2.1066656441162834
3u8l,8.050609993355089,4.6663680263,-8.4665650465,0.084424699,2.0,19.0,2.0,9.0,0.0191294192,-1.1391539794,2.0,-40.8108774919,17.3923,0.0,43.2256,17.3887,84.9565,274.2774,90.3085,137.3026,0.0,664.8516,3.3842419670550887
3po6,7.058985756294431,2.5779826332,-6.0958960269,-0.2457704943,3.5,19.0,3.5,6.0,-0.0533173881,-3.1778160854000004,4.0,-66.4106026893,0.0,0.0,57.6063,36.4522,136.2527,110.8744,144.0028,147.4461,0.0,632.6345,4.481003123094432
3p4v,5.096910013008057,3.4946911003,-8.7161936982,-0.4115465692000001,7.5,22.0,6.5,8.0,-0.0848354534,-1.9591151155,8.0,-52.49243923189999,0.0,53.4878,15.4111,15.5413,145.1648,115.5456,145.1802,139.3696,23.699,653.3994,1.6022189127080573
3n4b,7.017728766960431,5.2770571305,-4.35032919,-0.3095547847,3.5,21.0,3.5,9.0,-0.0611583962,-3.6803667589,6.0,-51.047251219799996,0.0,0.0,57.1526,49.1522,156.5616,239.5983,103.1946,29.8929,33.6938,669.2460000000002,1.7406716364604309
2y80,8.045757490560675,7.8043115953,-13.398375768900001,0.08613373070000001,5.0,33.0,5.0,17.0,0.0205303851,-0.9775074532,6.0,-70.3888984164,3.5046,2.6923,8.7075,20.696,163.6104,284.8459,122.1017,155.3154,65.4233,826.8971,0.24144589526067506
3ml2,8.045757490560675,4.8191246537,-5.2025932257,-0.2568902027,5.5,27.0,5.5,11.0,-0.0518944175,-2.2238976706,6.0,-48.0784431099,0.0,0.0,55.6585,26.05,161.1487,258.1341,96.6872,51.7466,0.0,649.4251,3.2266328368606745
4b74,7.657577319177793,6.7588169539999985,-16.430484065799998,0.2687434011,10.5,28.0,9.5,14.0,0.0362270711,-5.9048218819,14.0,-90.2114143221,70.5096,2.8024,5.1546,15.6876,188.5733,225.1356,265.0486,168.0312,52.0366,992.9795,0.8987603651777949
4asj,7.552841968657781,7.2902231241,-16.0691815616,-0.1688714027,5.0,27.0,5.0,11.0,-0.032845682200000004,-3.2920571529,6.0,-70.1474481782,16.7042,0.0181,29.3797,32.1115,180.2605,300.3464,165.1204,164.3405,0.0,888.2813,0.26261884455778084
3uug,4.508638306165727,5.6163475998,-32.317870130900005,-1.7189264801,3.0,13.0,3.0,0.0,-0.3515690919,-9.652163612699999,2.0,-83.098989174,0.0,45.8521,101.8923,0.0,5.2169,0.0,0.0,110.6735,0.0,263.6348,-1.1077092936342732
4dy6,4.3979400086720375,5.2382041652,-58.7173488149,-1.6868289577000002,14.5,49.0,14.5,0.0,-0.34626595920000003,-10.368467942,14.0,-191.307416825,0.0,159.5677,161.5263,33.9365,284.6946,123.4175,118.006,253.3467,0.0,1134.4953,-0.8402641565279625
4b73,7.207608310501746,5.6813421487,-18.0170669452,0.1304218569,8.0,25.0,7.0,14.0,0.0061466462,-3.0927532501,10.0,-48.1291712783,24.7854,2.9787,0.649,8.0309,143.9518,200.774,157.4923,114.4636,99.7349,752.8606,1.526266161801746
4arw,7.130768280269023,5.6050445189,-8.028634842,-0.1847074518,6.5,24.0,6.5,8.0,-0.0365938161,-3.4963634575,6.0,-45.8321519896,0.5988,2.2744,26.2766,25.7637,186.1633,176.2506,231.5091,127.8627,0.0,776.6992,1.525723761369023
4daf,7.1191864077192095,4.410842115,-22.9142276,0.0519090873,3.0,18.0,3.0,3.0,0.0105475862,-6.0916417849,4.0,-84.9935058252,50.9145,46.3753,60.9448,24.5745,105.6703,54.7697,54.4765,65.7254,0.0,463.451,2.708344292719209
4fcq,6.995678626217357,2.9661235365,-9.6780778144,-0.0816154323,2.0,21.0,2.0,10.0,-0.0314887257,-2.3966639052,2.0,-65.59725029810001,13.8987,2.7184,2.2425,29.4955,118.3351,144.1053,192.2457,115.6926,0.0,618.7338,4.029555089717357
4dew,7.0,-4.2046434062,-9.9905225497,-0.2406287294,3.0,21.0,3.0,8.0,-0.0569995079,-3.9735647166,4.0,-42.929262625999996,16.6183,0.0,80.2203,1.0803,47.8271,248.4312,198.5729,53.7989,0.0,646.549,11.204643406199999
3v3q,6.6020599913279625,-1.8946706841,-10.2595960213,0.0242565143,13.0,27.0,13.0,12.0,6.60141e-05,-3.1520485817000004,14.0,-116.767119041,0.102,2.0271,16.3862,8.2816,124.8248,44.5626,255.0673,273.4436,0.0,724.6952,8.496730675427962
4dkq,6.6020599913279625,7.798634382699999,-20.2675829679,-0.1693995155,4.0,27.0,4.0,12.0,-0.0326916493,-2.9156887641000004,6.0,-66.8119317428,28.757,7.3448,7.0753,22.6585,102.0803,213.1521,132.404,127.4617,74.7649,715.6986,-1.1965743913720361
4h75,6.6020599913279625,4.2344671096,-31.395719168000003,0.13755871460000002,34.5,68.0,28.5,13.0,-0.004620987,-16.1858064716,22.0,-198.498670143,182.1311,104.749,51.1292,84.7558,510.257,116.987,279.4072,316.2901,0.0,1645.7064,2.367592881727963
4db7,6.563837352959244,4.3733827807,-23.5920163694,0.08656648980000001,4.0,18.0,4.0,3.0,0.0147138094,-5.134356651,6.0,-77.67376706350001,51.7502,39.4152,63.2637,23.5515,96.5958,97.0791,48.6162,52.3049,0.0,472.5766,2.1904545722592443
4a4v,6.542118103266008,5.107642945199999,-3.4201098371,-0.3351755904,8.5,22.0,8.5,14.0,-0.0504201026,-1.3681568922999998,8.0,-28.3685472588,1.3656,20.8175,49.1775,12.3959,61.2648,59.3901,484.5588,179.7372,0.0,868.7074,1.4344751580660082
4aqh,6.5376020021010435,6.6692944995,-20.8844847324,0.2232523513,4.0,23.0,4.0,6.0,0.0374886739,-4.5576648083,4.0,-73.51921368939999,15.8601,7.7715,56.1478,20.1753,103.0134,148.1985,308.9369,177.9367,0.0,838.0402,-0.13169249739895683
4ewn,6.698970004336019,3.757742619,-30.4754239348,-1.3072038733,10.5,23.0,10.5,5.0,-0.2544696857,-4.8774077691,10.0,-74.3532431637,0.0,128.8734,102.4606,10.5996,48.7354,0.0,311.4218,138.112,0.0,740.2028,2.9412273853360187
4dkr,6.522878745280337,7.0865549558000005,-20.7798890584,-0.1234170274,4.0,27.0,4.0,12.0,-0.028276039500000006,-3.2867173457,6.0,-57.7391885556,68.1602,11.946,12.1611,39.1917,89.9127,195.2704,97.2034,115.3485,75.6244,704.8184,-0.5636762105196631
4b5s,3.494850021680094,2.1401037730000003,-10.761655256500001,-0.3697449741,1.0,6.0,1.0,1.0,-0.0662048074,-5.1762756045,1.0,-56.7779059012,0.0,50.2571,0.0,0.0,25.8512,0.0,64.5918,42.9501,0.0,183.6502,1.3547462486800939
4dko,6.522878745280337,5.9962220708,-16.4847843305,-0.0075989564,3.0,25.0,3.0,11.0,-0.0061319764,-0.7355731115999999,4.0,-42.3666171168,0.0,0.6079,11.5258,21.4175,83.63799999999998,154.5858,198.462,106.321,65.5659,642.1239,0.5266566744803374
3tay,3.3767507096021,4.1912352089999985,-17.869796822999998,-0.4452944441,9.5,23.0,9.5,1.0,-0.1011849455,-9.537057027000001,8.0,-97.34290287530001,19.4722,35.2836,111.9622,10.9321,146.8982,31.0831,20.219,179.8056,0.0,555.656,-0.8144844993978984
3t6b,6.356547323513813,6.0548866010000015,-28.5557999209,-0.2051718228,15.0,48.0,12.0,21.0,-0.0523198417,-9.978838054,10.0,-107.696546984,138.9712,37.6453,58.9296,54.6304,191.8036,320.8426,444.8868,107.1054,0.0,1354.8149,0.3016607225138115
4b0b,3.3279021420642825,5.1543295837,-2.1820740708,-0.1784507821,2.5,14.0,2.5,7.0,-0.027542549500000003,-1.1704006534,4.0,-48.5273243201,0.0,0.0,41.8197,0.0,12.571,134.9924,100.4395,48.9751,0.0,338.7977,-1.8264274416357176
4b5t,3.3279021420642825,1.1900288458,-10.6813601062,-0.2503988162,2.0,7.0,2.0,2.0,-0.050170716,-4.2413619156,2.0,-53.481990590900004,2.7523,49.0726,0.0,4.4757,50.5337,7.5346,105.747,54.119,0.0,274.2349,2.1378732962642824
4b5w,3.3279021420642825,2.4779345972,-13.702407373900002,-0.4222261836,1.5,6.0,1.5,1.0,-0.0353688878,-5.2975068317,2.0,-56.9292102184,0.0,49.477,26.6274,0.0,0.0,0.0,63.5787,43.3092,0.0,182.9923,0.8499675448642825
4der,6.309803919971486,1.8543287341,-7.2277884553,-0.1695902229,2.5,20.0,2.5,9.0,-0.0261635883,-1.7775323311000002,4.0,-23.9069403009,6.5133,0.2199,69.8727,3.0506,69.4112,267.4888,217.2739,74.1606,0.0,707.9910000000001,4.455475185871486
4erf,9.397940008672037,4.5314718804,-1.1439803436,-0.23545029,7.5,32.0,6.5,20.0,-0.0365131322,-0.9876662897,6.0,-29.0585486367,7.192,39.9605,5.6224,5.4855,101.4628,178.7714,274.2735,86.6157,127.3589,826.7427,4.866468128272038
4eu0,6.3979400086720375,6.7454527662,-33.2986416146,0.0379361028,4.0,46.0,4.0,0.0,0.0058312455,-8.2830385136,4.0,-152.608939188,69.3828,73.0213,78.5168,29.8656,240.7514,120.5007,30.6836,101.5369,0.0,744.2591,-0.3475127575279622
4d8z,6.292429823902062,4.4029057532,-21.875173000900002,-0.1129721298,4.0,19.0,4.0,4.0,-0.0230389209,-5.6613765509,6.0,-77.8634182379,40.4091,49.4972,66.0632,25.5846,97.3194,94.5773,62.3965,34.7741,0.0,470.6214,1.8895240707020626
3vhd,9.283996656365199,9.3251297613,-4.9136275053,0.27743525760000004,0.5,27.0,0.5,11.0,0.041515534,-4.4590910872,1.0,-94.41955647559999,10.9797,2.5819,50.358,19.8703,274.7926,109.474,229.9168,139.9785,0.0,837.9518,-0.04113310493480071
4etz,6.301029995663981,5.7696836843,-36.321111852899996,0.0518210685,4.0,46.0,4.0,0.0,-0.0131734804,-7.0485748436,4.0,-152.8354409,52.2916,74.7013,69.9704,41.8493,242.4526,114.2766,33.7687,111.1927,0.0,740.5032,0.5313463113639809
3sfg,6.062983892535187,1.7645862326,-18.0936066267,-0.5426432368999999,3.5,17.0,3.5,1.0,-0.111857225,-1.8445879869,4.0,-69.7640089458,0.0,32.5268,68.8084,28.3632,116.8413,61.5789,38.9253,96.4707,0.0,443.5146,4.298397659935187
4gah,6.096910013008057,4.40167349,-20.680897248,-0.3871140173,30.0,60.0,30.0,13.0,-0.06401900719999999,-8.0137596648,38.0,-162.668329114,58.4391,72.8225,82.7319,24.6154,353.5167,40.5121,453.3548,370.1613,0.0,1456.1538,1.6952365230080568
4g0p,3.0087739243075053,3.9406676901,-17.6820380528,-0.4598468857,5.0,21.0,5.0,1.0,-0.1116958572,-9.0251910305,6.0,-98.7456144815,14.0246,98.9791,52.6151,29.1092,164.4271,37.4673,39.9136,140.1401,0.0,576.6761,-0.9318937657924948
4ara,6.045757490560675,6.0564342649,-17.7779125307,0.0274912052,7.0,25.0,7.0,6.0,-0.0105695909,-2.6389796616,8.0,-73.56795409989999,0.0,7.5718,49.1945,16.2507,177.6123,228.3275,156.0973,281.456,0.0,916.5101,-0.010676774339325235
4fm8,5.9746941347352305,7.9374547001,-2.3689233134,0.4518885192,5.0,32.0,5.0,15.0,0.08682321130000001,-1.6091450318,8.0,-57.94046554649999,4.325,3.5216,12.0045,4.8273,269.0484,221.9729,226.4598,138.2213,25.0202,905.401,-1.9627605653647695
3uil,6.0,1.7022982618,-1.7822046624,-0.1755828362,10.0,14.0,10.0,11.0,-0.0372686269,-0.9392192752,12.0,-11.374068062200001,39.5327,35.5302,0.0,5.5842,70.0912,0.0,227.929,57.9669,0.0,436.6342,4.2977017382
4dst,2.9586073148417746,2.8510902998,-5.5070282501999985,0.0168556002,2.5,15.0,2.5,8.0,0.0014009659,-0.8464767995999999,3.0,-11.9808916741,9.5282,4.6369,17.1504,19.3191,43.1881,70.3182,103.8318,36.7959,110.5906,415.3592,0.10751701504177458
4ai5,2.920818753952376,2.8473128263,-15.864332474400001,-0.2488511523,0.5,11.0,0.5,0.0,-0.0551657829,-2.3695614497,1.0,-70.000544801,0.0,10.8028,48.4616,6.3211,78.8997,130.0214,30.0402,116.4502,0.0,420.997,0.07350592765237574
3vhc,8.886056647693161,9.5410325428,-4.5957035997,0.3051098353,0.5,29.0,0.5,14.0,0.0451389746,-3.2533728903,1.0,-85.4514676416,38.4735,2.6505,49.0624,33.1098,192.0901,223.6134,195.1117,93.1593,0.0,827.2707,-0.6549758951068387
4arb,5.886056647693162,6.6952087012,-16.5368767903,0.0269777622,7.0,25.0,7.0,6.0,-0.015770035,-3.7089508642,8.0,-74.2853073199,0.0,3.2473,38.526,14.1767,188.5796,219.2349,145.8181,284.1293,0.0,893.7119,-0.8091520535068382
4des,5.853871964321763,-4.766364718,-6.6488961426,-0.1471014195,2.0,19.0,2.0,10.0,-0.0204717059,-1.3377317271,2.0,-14.2051707595,20.6868,0.0,53.4066,1.942,46.9731,295.5267,193.7375,18.603,0.0,630.8757,10.620236682321764
4dsu,2.8239087409443187,3.2824997782,-6.6639546923,-0.1020944731,0.0,9.0,0.0,4.0,-0.0204497012,-0.73349,0.0,-20.9578263975,1.6135,7.7612,3.3938,15.5418,55.3571,177.5509,56.409,21.3132,0.0,338.9405,-0.4585910372556814
4fxq,5.769551078621726,6.9456661966,-14.1988847502,0.200462817,3.5,26.0,3.5,12.0,0.034297992400000005,-1.6072452927,6.0,-59.663624263900005,16.4446,7.157,68.4535,3.4053,113.6229,186.7133,117.9482,152.6175,33.8847,700.247,-1.1761151179782745
4dkp,5.721246399047171,5.4534394708,-16.4830973035,-0.066967637,3.5,24.0,3.5,12.0,-0.0176477694,-0.7802939969,4.0,-43.617034194300004,9.6124,0.0,12.1556,26.4796,105.745,220.1095,124.5546,100.8338,65.3085,664.799,0.2678069282471709
3qbc,4.966576244513051,3.9919093015,-18.2364097948,0.027359177,1.0,12.0,1.0,0.0,-0.0041662232,-3.5704312777,2.0,-49.0761068683,0.0,0.0,84.2663,38.6545,97.9096,81.1213,6.1635,41.9651,0.0,350.0803,0.9746669430130508
3zsq,4.962573502059376,5.827174630499999,-18.8766292064,-0.2143477827,13.0,39.0,11.0,20.0,-0.0640483468,-3.8530156351,10.0,-70.84270867939999,0.0,27.0175,24.0681,25.245,201.6907,229.036,275.946,226.9155,0.0,1009.9188,-0.864601128440623
4agm,3.9788107009300617,3.9971977644,-0.6335959969,0.2050324597,5.5,21.0,4.5,9.0,0.0398138372,-0.5484671475,6.0,-48.3648049408,0.0,0.0,44.1471,1.9655,151.8496,145.0575,126.3426,161.4579,0.0,630.8202,-0.018387063469938347
3t0x,8.0,9.7568766451,-1.0455606554,-0.3270338514,8.0,32.0,8.0,19.0,-0.0724541422,-1.0652328572,8.0,-30.3581608885,8.5077,52.6148,28.151,8.5672,41.1588,461.0825,338.4225,107.8924,0.0,1046.3969,-1.7568766451000002
4dmw,4.943095148663527,4.9996805521,-33.895966531,-1.2647641419,7.0,25.0,7.0,1.0,-0.2400859468,-5.0207317151,10.0,-93.0323141735,10.1734,93.9736,60.5983,20.9965,106.7323,39.9279,60.127,175.7161,0.0,568.2451,-0.05658540343647278
4hbm,7.920818753952375,6.5482173052,-2.5228095154,-0.20310338100000006,7.5,30.0,6.5,18.0,-0.0368505376,-2.0505299742,6.0,-38.8427771239,5.8667,46.161,23.0166,0.8220000000000001,122.6936,207.0539,267.2273,104.6863,128.773,906.3004,1.3726014487523752
4g8m,7.892790030352131,5.307452956100001,-21.7839781892,-1.1481539017,3.5,12.0,3.5,4.0,-0.2382228822,-8.7624109031,4.0,-77.3210390574,36.5763,98.0291,0.0,0.0,0.0,0.0,100.0215,37.8261,0.0,272.453,2.5853370742521307
3uyr,6.896196279044043,3.6476237653,-21.9835828229,-0.4671671159,27.5,69.0,23.5,19.0,-0.0876227154,-2.897138802,18.0,-102.572847943,6.7733,41.9865,49.727,81.0736,285.0737,172.9522,255.9356,160.2092,0.0,1053.7311,3.2485725137440427
4aj4,3.886056647693163,2.6543242724,-8.5563882319,-0.3027333277,7.0,21.0,7.0,7.0,-0.0565300743,-2.2077462208000003,8.0,-51.8770704615,0.0159,44.3017,0.0,17.8803,247.8616,134.9711,153.7389,74.7525,0.0,673.5219999999998,1.2317323752931633
3zt3,2.8616973018337184,6.8893414995,-15.9502975024,-0.3869966589,2.5,23.0,2.5,13.0,-0.0914882077,-3.1033155061,4.0,-51.9249086793,0.0,36.3953,14.0819,14.5851,88.1097,199.4731,154.0509,143.5137,0.0,650.2097,-4.027644197666282
4ago,4.809668301829708,5.0464112000000005,-5.2691794479,0.16568805609999998,10.5,31.0,9.5,14.0,0.0328676869,-1.5244416066,10.0,-69.3258953688,1.3119,0.0001,36.7061,16.9627,163.0673,101.377,259.3579,231.7799,9.646,820.2089,-0.23674289817029237
4aba,3.815308569182401,0.8298779209,-7.382716213099999,0.1159427643,2.5,12.0,2.5,2.0,0.0265450031,-3.2284709048,4.0,-99.5138865773,42.7017,0.7455,15.8358,3.5769,124.5001,106.9457,30.6521,81.9249,0.0,406.8827,2.985430648282401
